licenses,parsed_address,similarity score,permit,apn,many_to_many
5114 abbott st #8 92107,2114 abbott st 92107,90,str-07876l,4480331700,both
5114 abbott st #8 92107,2114 abbott st 92107,90,str-07860l,4480331700,both
5114 abbott st #8 92107,2114 abbott st 92107,90,str-07868l,4480331700,both
5114 abbott st #8 92107,2114 abbott st 92107,90,str-07872l,4480331700,both
5114 abbott st #8 92107,2114 abbott st 92107,90,str-07858l,4480331700,both
5114 abbott st #8 92107,2114 abbott st 92107,90,str-07865l,4480331700,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-00799l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-03233l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-00421l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-03311l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-00385l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-02576l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-03089l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-02687l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-03156l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-00263l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-01652l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-03553l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-03926l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-02952l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-03517l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-06497l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-01108l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-06626l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-01525l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-01391l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-04280l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-04213l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-01165l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-04919l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-01728l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-07336l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-01588l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-05674l,4155811339,both
4667 ocean blvd #312 92109,4667 ocean blvd #312 92109,100,str-04086l,4155811339,both
2201 camino del collado 92037,2201 camino del collado 92037,100,str-04361l,3460821800,both
831 broadway #b 92101,825 e broadway 92101,85,str-06593l,5343230400,both
831 broadway #b 92101,825 e broadway 92101,85,str-06598l,5343230400,both
831 broadway #b 92101,825 e broadway 92101,85,str-06595l,5343230400,both
831 broadway #b 92101,825 e broadway 92101,85,str-06596l,5343230400,both
831 broadway #b 92101,825 e broadway 92101,85,str-06592l,5343230400,both
831 broadway #b 92101,825 e broadway 92101,85,str-06594l,5343230400,both
831 broadway #b 92101,825 e broadway 92101,85,str-06597l,5343230400,both
2067 front st 92101,2067 front st 92101,100,str-04721l,5331760104,both
2067 front st 92101,2067 front st 92101,100,str-03327l,5331760104,both
2067 front st 92101,2067 front st 92101,100,str-07333l,5331760104,both
4828 orchard av #a 92107,4828 orchard ave #a 92107,98,str-02585l,4482521003,both
4828 orchard av #a 92107,4828 orchard ave #a 92107,98,str-00846l,4482521003,both
4828 orchard av #a 92107,4828 orchard ave #a 92107,98,str-06010l,4482521003,both
4828 orchard av #a 92107,4828 orchard ave #a 92107,98,str-00847l,4482521003,both
1748 chalcedony st 92109,1748 chalcedony st 92109,100,str-07407l,4163321500,both
1357 6th av 92101,1353 6th ave 92101,91,str-04472l,5340340200,both
1357 6th av 92101,1353 6th ave 92101,91,str-04464l,5340340200,both
1357 6th av 92101,1353 6th ave 92101,91,str-03173l,5340340200,both
1357 6th av 92101,1353 6th ave 92101,91,str-04380l,5340340200,both
1357 6th av 92101,1353 6th ave 92101,91,str-07247l,5340340200,both
996 catalina blvd 92106,996 catalina blvd 92106,100,str-01995l,5315321200,both
834 reed av 92109,834 reed ave 92109,97,str-05727l,4231221700,both
834 reed av 92109,834 reed ave 92109,97,str-05728l,4231221700,both
859 beryl st 92109,859 beryl st 92109,100,str-00329l,4154610900,both
859 beryl st 92109,859 beryl st 92109,100,str-00332l,4154610900,both
716 san luis rey pl 92109,716 san luis rey pl 92109,100,str-04828l,4237431604,both
716 san luis rey pl 92109,716 san luis rey pl 92109,100,str-02188l,4237431604,both
716 san luis rey pl 92109,716 san luis rey pl 92109,100,str-03049l,4237431604,both
3767 catamarca dr 92124,3767 catamarca dr 92124,100,str-03895l,4551925500,both
6440 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312601,both
6440 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312606,both
6440 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312602,both
6440 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312601,both
6440 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312606,both
6440 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312602,both
6440 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312601,both
6440 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312606,both
6440 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312602,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-03366l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-01940l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-00716l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-05965l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-04632l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-01723l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-00719l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-02464l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-03365l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-03963l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-02434l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-04913l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-02943l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-07037l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-07038l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-07039l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-03298l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-04475l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-02657l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-01683l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-00943l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-05186l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-01332l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-02957l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-00603l,4230210846,both
4465 ocean blvd #46 92109,4465 ocean blvd #46 92109,100,str-03971l,4230210846,both
1195 sunset cliffs blvd 92107,1195 sunset cliffs blvd 92107,100,str-04631l,5300202400,both
9120 judicial dr #9210 92122,9110 judicial dr 92122,90,str-07369l,3452401000,both
4728 cape may av 92107,4728 cape may ave 92107,98,str-01899l,4484121100,both
714 san luis rey pl 92109,714 san luis rey pl 92109,100,str-04828l,4237431603,both
714 san luis rey pl 92109,714 san luis rey pl 92109,100,str-02188l,4237431603,both
714 san luis rey pl 92109,714 san luis rey pl 92109,100,str-03049l,4237431603,both
2627 island ave av 92102,2627 island ave 92102,100,str-01253l,5352830600,both
4606 murphy av 92122,4604 murphy ave 92122,93,str-06805l,3481501700,both
1934 denver st 92110,1934 denver st 92110,100,str-00419l,4304841300,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-01114l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-01409l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-00194l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-04390l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-01529l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-01526l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-01945l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-01708l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-01527l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-03026l,4232221813,both
4151 mission blvd #213 92109,4151 mission blvd #213 92109,100,str-02563l,4232221813,both
876 tourmaline st 92109,876 tourmaline st 92109,100,str-01361l,4152421800,both
902 27th (sb) st 92154,902 27th st 92154,100,str-05798l,6281822900,both
1752 linwood st #1 92110,1752 linwood st #01 92110,98,str-03004l,4512111501,both
1752 linwood st #1 92110,1752 linwood st #01 92110,98,str-02028l,4512111501,both
1752 linwood st #1 92110,1752 linwood st #01 92110,98,str-02024l,4512111501,both
2043 c st #1/2 92102,c st 92102,100,str-06649l,5395630100,both
1352 sunset cliff blvd 92107,1352 sunset cliffs blvd 92107,98,str-07241l,4483410200,both
5116 5116 long branch av 92107,5116 long branch ave 92107,98,str-07265l,4480321100,both
3532 bayside walk 92109,bayside walk 92109,100,str-03160l,4235580200,both
820 island ct. 92109,820 island court 92109,93,str-07415l,4236722000,both
820 island ct. 92109,820 island court 92109,93,str-05029l,4236722000,both
2516 burgener blvd 92110,2516 burgener blvd 92110,100,str-07480l,4309421600,both
7226 fay av 92037,7229 fay ave 92037,91,str-01521l,3511740502,both
4106 venus st 92110,4106 venus st 92110,100,str-07715l,4411313200,both
3733 oleander drive dr 92106,3733 oleander dr 92106,100,str-07739l,4412250500,both
1665 national av 92113,1663 national ave 92113,93,str-04587l,5380301900,both
1665 national av 92113,1663 national ave 92113,93,str-04613l,5380301900,both
3412 chamoune av 92105,3410 chamoune ave 92105,93,str-05721l,4761222400,both
3412 chamoune av 92105,3410 chamoune ave 92105,93,str-06015l,4761222400,both
1676 neale st #1676 92103,1760 neale st 92103,95,str-00685l,4510130703,both
302 11th av 92101,302 11th ave 92101,97,str-01903l,5353622416,both
302 11th av 92101,302 11th ave 92101,97,str-05713l,5353622416,both
302 11th av 92101,302 11th ave 92101,97,str-00110l,5353622416,both
302 11th av 92101,302 11th ave 92101,97,str-07624l,5353622416,both
302 11th av 92101,302 11th ave 92101,97,str-06074l,5353622416,both
532 24th st 92102,532 24th st 92102,100,str-06932l,5352301300,both
4320 orchard av 92107,4320 orchard ave 92107,98,str-06999l,4490110900,both
3513 louisiana st 92104,3536 louisiana st 92104,96,str-06547l,4533022100,both
835 opal st 92109,873 opal st 92109,94,str-01642l,4153231100,both
2573 university av #b 92104,2573 e university ave 92104,94,str-03940l,4530720900,both
2573 university av #b 92104,2573 e university ave 92104,94,str-03957l,4530720900,both
13943 recuerdo dr 92014,13943 recuerdo dr 92014,100,str-06296l,3003082600,both
3112 hugo st 92106,3112 hugo st 92106,100,str-06320l,5307350500,both
5897 desert view drive 92037,5897 desert view dr 92037,94,str-06493l,3583711200,both
5021 bunnell st st 92113,5021 bunnell st 92113,100,str-06746l,5485320900,both
1203 23rd street 92102,1203 23rd st 92102,91,str-07471l,5341330600,both
3237 ibis st 92103,3235 ibis st 92103,94,str-07503l,4515420900,both
2128 abbott st #6 92107,2128 abbott st 92107,100,str-07655l,4480331900,both
2128 abbott st #6 92107,2128 abbott st 92107,100,str-07650l,4480331900,both
2128 abbott st #6 92107,2128 abbott st 92107,100,str-07674l,4480331900,both
2128 abbott st #6 92107,2128 abbott st 92107,100,str-07648l,4480331900,both
2128 abbott st #6 92107,2128 abbott st 92107,100,str-07623l,4480331900,both
2128 abbott st #6 92107,2128 abbott st 92107,100,str-07661l,4480331900,both
2519 state st 92101,2519 state st 92101,100,str-03612l,5330540901,both
1970 san diego av 92110,1970 san diego ave 92110,98,str-00682l,4517140800,both
1970 san diego av 92110,1970 san diego ave 92110,98,str-00687l,4517140800,both
5875 w friars rd #4116 92110,5875 friars rd #4116 92110,100,str-01205l,4366112716,both
726 santa clara pl 92109,724 santa clara pl 92109,96,str-04666l,4235941300,both
726 santa clara pl 92109,724 santa clara pl 92109,96,str-04303l,4235941300,both
3359 morena blvd 92117,3359 morena blvd 92117,100,str-01360l,4252910900,both
4002 everts st #2 92109,4002 everts st #02 92109,98,str-00333l,4233501102,both
4002 everts st #2 92109,4002 everts st #02 92109,98,str-06619l,4233501102,both
5130 brighton av #a 92107,5130 brighton ave 92107,94,str-00150l,4480331300,both
3420 lebon dr #3210 92122,3525 lebon dr #310 92122,89,str-00088l,3451201353,both
3350 41st st 92105,3350 41st st 92105,100,str-07936l,4543202500,both
11309 zapat av #2 92126,11309 zapata ave #02 92126,94,str-07944l,3092606202,both
2178 2178 ebers st 92107,2178 ebers st 92107,100,str-07960l,4484211300,both
4971 w west point loma blvd #1/2 92107,4971 w point loma blvd 92107,100,str-05853l,4482210100,both
4971 w west point loma blvd #1/2 92107,4971 w point loma blvd 92107,100,str-06599l,4482210100,both
2219 cable st #4891 92107,2219 cable st 92107,100,str-07711l,4483320100,both
2219 cable st #4891 92107,2219 cable st 92107,100,str-07374l,4483320100,both
2219 cable st #4891 92107,2219 cable st 92107,100,str-07381l,4483320100,both
2219 cable st #4891 92107,2219 cable st 92107,100,str-07373l,4483320100,both
4662 point loma av 92107,4676 point loma ave 92107,94,str-02768l,4484610401,both
5053 longbranch av #4 92107,5053 long branch ave 92107,77,str-07455l,4481140700,both
5053 longbranch av #4 92107,5053 long branch ave 92107,77,str-07634l,4481140700,both
5053 longbranch av #4 92107,5053 long branch ave 92107,77,str-07448l,4481140700,both
5053 longbranch av #4 92107,5053 long branch ave 92107,77,str-07470l,4481140700,both
5053 longbranch av #4 92107,5053 long branch ave 92107,77,str-07453l,4481140700,both
5053 longbranch av #4 92107,5053 long branch ave 92107,77,str-07469l,4481140700,both
5053 longbranch av #4 92107,5053 long branch ave 92107,77,str-07449l,4481140700,both
5053 longbranch av #4 92107,5053 long branch ave 92107,77,str-07640l,4481140700,both
5053 longbranch av #5 92107,5053 long branch ave 92107,77,str-07455l,4481140700,both
5053 longbranch av #5 92107,5053 long branch ave 92107,77,str-07634l,4481140700,both
5053 longbranch av #5 92107,5053 long branch ave 92107,77,str-07448l,4481140700,both
5053 longbranch av #5 92107,5053 long branch ave 92107,77,str-07470l,4481140700,both
5053 longbranch av #5 92107,5053 long branch ave 92107,77,str-07453l,4481140700,both
5053 longbranch av #5 92107,5053 long branch ave 92107,77,str-07469l,4481140700,both
5053 longbranch av #5 92107,5053 long branch ave 92107,77,str-07449l,4481140700,both
5053 longbranch av #5 92107,5053 long branch ave 92107,77,str-07640l,4481140700,both
1441 quivira rd #b29 92109,1401 reed ave #21 92109,68,str-02850l,4232810120,both
8413 menkar rd 92126,8413 menkar rd 92126,100,str-06784l,3092724500,both
3909 voltaire st #307 92107,5070 voltaire st 92107,88,str-05040l,4481332500,both
3909 voltaire st #307 92107,5070 voltaire st 92107,88,str-04742l,4481332500,both
3285 oceanfront walk #2 92109,3285 ocean front walk #02 92109,79,str-04814l,4236460502,both
3285 oceanfront walk #2 92109,3285 ocean front walk #02 92109,79,str-01501l,4236460502,both
3285 oceanfront walk #2 92109,3285 ocean front walk #02 92109,79,str-05144l,4236460502,both
1518 myrtle av 92103,1514 myrtle ave 92103,93,str-05897l,4523317100,both
1518 myrtle av 92103,1514 myrtle ave 92103,93,str-04339l,4523317100,both
2850 wyandotte av 92117,2850 wyandotte ave 92117,98,str-02941l,3596501300,both
4409 noyes st 92109,4409 noyes st 92109,100,str-05198l,4240622300,both
4409 noyes st 92109,4409 noyes st 92109,100,str-05148l,4240622300,both
10711 foxwood rd 92126,10711 foxwood rd 92126,100,str-06454l,3113004500,both
1910 state st #108 92101,1910 state st 92101,100,str-07621l,5335821000,both
2069 abbott st #7 92107,2069 abbott st 92107,100,str-07808l,4481020200,both
2069 abbott st #7 92107,2069 abbott st 92107,100,str-07809l,4481020200,both
