permit,apn,parsed_address
str-02005l,4303703300,2070 illion st 92110
str-02053l,4495820800,3611 quimby st 92106
str-00324l,4236032300,3625 mission blvd 92109
str-03878l,4153812100,4928 crystal dr 92109
str-01256l,4237120402,729 san gabriel pl 92109
str-01256l,4237120401,727 san gabriel pl 92109
str-01618l,5383301300,604 s evans st 92113
str-02468l,4530420800,3806 arizona st 92104
str-05133l,4452912000,4210 cleveland ave 92103
str-02566l,4163210600,1643 beryl st 92109
str-02606l,4393920900,4745 33rd st 92116
str-05187l,4497803864,4012 valeta st #298 92110
str-05187l,4497803822,3942 valeta st #256 92110
str-05187l,4497803640,2636 worden st #118 92110
str-05187l,4497803955,4082 valeta st #365 92110
str-05187l,4497803937,4062 valeta st #347 92110
str-05187l,4497803866,4012 valeta st #300 92110
str-05187l,4497803857,4012 valeta st #291 92110
str-05187l,4497803723,2624 worden st #184 92110
str-05187l,4497803554,2676 worden st #54 92110
str-05187l,4497803747,2640 worden st #205 92110
str-05187l,4497803730,2632 worden st #188 92110
str-05187l,4497803706,2620 worden st #164 92110
str-05187l,4497803673,2628 worden st #151 92110
str-05187l,4497803506,2666 worden st #06 92110
str-05187l,4497803947,4082 valeta st #357 92110
str-05187l,4497803826,3982 valeta st #260 92110
str-05187l,4497803755,2640 worden st #213 92110
str-05187l,4497803745,2640 worden st #203 92110
str-05187l,4497803975,4098 valeta st #385 92110
str-05187l,4497803918,4032 valeta st #328 92110
str-05187l,4497803875,4012 valeta st #309 92110
str-05187l,4497803840,3982 valeta st #274 92110
str-05187l,4497803823,3942 valeta st #257 92110
str-05187l,4497803617,2654 worden st #95 92110
str-05187l,4497803608,2690 worden st #86 92110
str-05187l,4497803917,4032 valeta st #327 92110
str-05187l,4497803761,2658 worden st #219 92110
str-05187l,4497803752,2640 worden st #211 92110
str-05187l,4497803728,2624 worden st #179 92110
str-05187l,4497803718,2624 worden st #176 92110
str-05187l,4497803909,4032 valeta st #319 92110
str-05187l,4497803712,2620 worden st #173 92110
str-05187l,4497803508,2666 worden st #08 92110
str-05187l,4497803935,4062 valeta st #345 92110
str-05187l,4497803925,4062 valeta st #335 92110
str-05187l,4497803809,3942 valeta st #243 92110
str-05187l,4497803802,3902 valeta st #236 92110
str-05187l,4497803740,2632 worden st #198 92110
str-05187l,4497803675,2628 worden st #153 92110
str-05187l,4497803648,2636 worden st #126 92110
str-05187l,4497803631,2636 worden st #109 92110
str-05187l,4497803830,3982 valeta st #264 92110
str-05187l,4497803815,3942 valeta st #249 92110
str-05187l,4497803764,2658 worden st #222 92110
str-05187l,4497803743,2632 worden st #201 92110
str-05187l,4497803725,2624 worden st #182 92110
str-05187l,4497803719,2624 worden st #177 92110
str-05187l,4497803657,2628 worden st #135 92110
str-05187l,4497803630,2636 worden st #108 92110
str-05187l,4497803571,2680 worden st #71 92110
str-05187l,4497803524,2670 worden st #24 92110
str-05187l,4497803738,2632 worden st #196 92110
str-05187l,4497803536,2662 worden st #36 92110
str-05187l,4497803946,4082 valeta st #356 92110
str-05187l,4497803677,2628 worden st #155 92110
str-05187l,4497803603,2690 worden st #81 92110
str-05187l,4497803964,4082 valeta st #374 92110
str-05187l,4497803943,4082 valeta st #353 92110
str-05187l,4497803928,4062 valeta st #338 92110
str-05187l,4497803906,4032 valeta st #316 92110
str-05187l,4497803974,4098 valeta st #384 92110
str-05187l,4497803945,4082 valeta st #355 92110
str-05187l,4497803922,4062 valeta st #332 92110
str-05187l,4497803827,3982 valeta st #261 92110
str-05187l,4497803813,3942 valeta st #247 92110
str-05187l,4497803528,2662 worden st #28 92110
str-05187l,4497803521,2670 worden st #21 92110
str-05187l,4497803834,3982 valeta st #268 92110
str-05187l,4497803931,4062 valeta st #341 92110
str-05187l,4497803754,2640 worden st #212 92110
str-05187l,4497803703,2620 worden st #160 92110
str-05187l,4497803539,2662 worden st #39 92110
str-05187l,4497803927,4062 valeta st #337 92110
str-05187l,4497803904,4032 valeta st #314 92110
str-05187l,4497803821,3942 valeta st #255 92110
str-05187l,4497803812,3942 valeta st #246 92110
str-05187l,4497803711,2620 worden st #174 92110
str-05187l,4497803653,2636 worden st #131 92110
str-05187l,4497803552,2676 worden st #52 92110
str-05187l,4497803854,4012 valeta st #288 92110
str-05187l,4497803720,2624 worden st #178 92110
str-05187l,4497803702,2620 worden st #161 92110
str-05187l,4497803605,2690 worden st #83 92110
str-05187l,4497803601,2690 worden st #79 92110
str-05187l,4497803558,2676 worden st #58 92110
str-05187l,4497803551,2676 worden st #51 92110
str-05187l,4497803534,2662 worden st #34 92110
str-05187l,4497803952,4082 valeta st #362 92110
str-05187l,4497803911,4032 valeta st #321 92110
str-05187l,4497803833,3982 valeta st #267 92110
str-05187l,4497803607,2690 worden st #84 92110
str-05187l,4497803527,2662 worden st #27 92110
str-05187l,4497803977,4098 valeta st #387 92110
str-05187l,4497803968,4098 valeta st #378 92110
str-05187l,4497803818,3942 valeta st #252 92110
str-05187l,4497803804,3902 valeta st #238 92110
str-05187l,4497803803,3902 valeta st #237 92110
str-05187l,4497803760,2640 worden st #218 92110
str-05187l,4497803650,2636 worden st #128 92110
str-05187l,4497803642,2636 worden st #120 92110
str-05187l,4497803610,2690 worden st #89 92110
str-05187l,4497803518,2670 worden st #18 92110
str-05187l,4497803938,4062 valeta st #348 92110
str-05187l,4497803841,3982 valeta st #275 92110
str-05187l,4497803756,2640 worden st #214 92110
str-05187l,4497803739,2632 worden st #197 92110
str-05187l,4497803667,2628 worden st #145 92110
str-05187l,4497803632,2636 worden st #110 92110
str-05187l,4497803618,2654 worden st #96 92110
str-05187l,4497803538,2662 worden st #38 92110
str-05187l,4497803537,2662 worden st #37 92110
str-05187l,4497803502,2666 worden st #02 92110
str-05187l,4497803948,4082 valeta st #358 92110
str-05187l,4497803921,4062 valeta st #331 92110
str-05187l,4497803816,3942 valeta st #250 92110
str-05187l,4497803774,2658 worden st #232 92110
str-05187l,4497803717,2624 worden st #175 92110
str-05187l,4497803646,2636 worden st #124 92110
str-05187l,4497803519,2670 worden st #19 92110
str-05187l,4497803735,2632 worden st #193 92110
str-05187l,4497803708,2620 worden st #166 92110
str-05187l,4497803620,2654 worden st #98 92110
str-05187l,4497803577,2680 worden st #77 92110
str-05187l,4497803522,2670 worden st #22 92110
str-05187l,4497803805,3902 valeta st #240 92110
str-05187l,4497803742,2632 worden st #200 92110
str-05187l,4497803944,4082 valeta st #354 92110
str-05187l,4497803619,2654 worden st #97 92110
str-05187l,4497803550,2662 worden st #50 92110
str-05187l,4497803971,4098 valeta st #381 92110
str-05187l,4497803865,4012 valeta st #299 92110
str-05187l,4497803846,3982 valeta st #280 92110
str-05187l,4497803746,2640 worden st #204 92110
str-05187l,4497803660,2628 worden st #138 92110
str-05187l,4497803658,2628 worden st #136 92110
str-05187l,4497803839,3982 valeta st #273 92110
str-05187l,4497803744,2632 worden st #202 92110
str-05187l,4497803731,2632 worden st #189 92110
str-05187l,4497803546,2662 worden st #46 92110
str-05187l,4497803529,2662 worden st #29 92110
str-05187l,4497803520,2670 worden st #20 92110
str-05187l,4497803514,2666 worden st #14 92110
str-05187l,4497803953,4082 valeta st #363 92110
str-05187l,4497803773,2658 worden st #231 92110
str-05187l,4497803912,4032 valeta st #322 92110
str-05187l,4497803627,2654 worden st #105 92110
str-05187l,4497803576,2680 worden st #76 92110
str-05187l,4497803939,4062 valeta st #349 92110
str-05187l,4497803852,4012 valeta st #286 92110
str-05187l,4497803666,2628 worden st #144 92110
str-05187l,4497803643,2636 worden st #121 92110
str-05187l,4497803530,2662 worden st #30 92110
str-05187l,4497803924,4062 valeta st #334 92110
str-05187l,4497803876,4012 valeta st #310 92110
str-05187l,4497803801,3902 valeta st #235 92110
str-05187l,4497803710,2620 worden st #168 92110
str-05187l,4497803665,2628 worden st #143 92110
str-05187l,4497803555,2676 worden st #55 92110
str-05187l,4497803929,4062 valeta st #339 92110
str-05187l,4497803644,2636 worden st #122 92110
str-05187l,4497803628,2654 worden st #106 92110
str-05187l,4497803569,2680 worden st #69 92110
str-05187l,4497803517,2670 worden st #17 92110
str-05187l,4497803963,4082 valeta st #373 92110
str-05187l,4497803962,4082 valeta st #372 92110
str-05187l,4497803901,4032 valeta st #311 92110
str-05187l,4497803807,3902 valeta st #242 92110
str-05187l,4497803540,2662 worden st #40 92110
str-05187l,4497803855,4012 valeta st #289 92110
str-05187l,4497803808,3902 valeta st #241 92110
str-05187l,4497803663,2628 worden st #141 92110
str-05187l,4497803547,2662 worden st #47 92110
str-05187l,4497803510,2666 worden st #10 92110
str-05187l,4497803905,4032 valeta st #315 92110
str-05187l,4497803844,3982 valeta st #278 92110
str-05187l,4497803655,2628 worden st #133 92110
str-05187l,4497803602,2690 worden st #80 92110
str-05187l,4497803908,4032 valeta st #318 92110
str-05187l,4497803721,2624 worden st #183 92110
str-05187l,4497803707,2620 worden st #165 92110
str-05187l,4497803671,2628 worden st #149 92110
str-05187l,4497803662,2628 worden st #140 92110
str-05187l,4497803923,4062 valeta st #333 92110
str-05187l,4497803916,4032 valeta st #326 92110
str-05187l,4497803824,3942 valeta st #258 92110
str-05187l,4497803672,2628 worden st #150 92110
str-05187l,4497803633,2636 worden st #111 92110
str-05187l,4497803559,2676 worden st #59 92110
str-05187l,4497803914,4032 valeta st #324 92110
str-05187l,4497803862,4012 valeta st #296 92110
str-05187l,4497803858,4012 valeta st #292 92110
str-05187l,4497803829,3982 valeta st #263 92110
str-05187l,4497803811,3942 valeta st #245 92110
str-05187l,4497803771,2658 worden st #229 92110
str-05187l,4497803716,2620 worden st #169 92110
str-05187l,4497803634,2636 worden st #112 92110
str-05187l,4497803501,2666 worden st #01 92110
str-05187l,4497803961,4082 valeta st #371 92110
str-05187l,4497803715,2620 worden st #170 92110
str-05187l,4497803837,3982 valeta st #271 92110
str-05187l,4497803819,3942 valeta st #253 92110
str-05187l,4497803542,2662 worden st #42 92110
str-05187l,4497803729,2632 worden st #187 92110
str-05187l,4497803907,4032 valeta st #317 92110
str-05187l,4497803903,4032 valeta st #313 92110
str-05187l,4497803874,4012 valeta st #308 92110
str-05187l,4497803737,2632 worden st #194 92110
str-05187l,4497803727,2624 worden st #180 92110
str-05187l,4497803713,2620 worden st #172 92110
str-05187l,4497803652,2636 worden st #130 92110
str-05187l,4497803611,2690 worden st #88 92110
str-05187l,4497803516,2666 worden st #16 92110
str-05187l,4497803959,4082 valeta st #369 92110
str-05187l,4497803762,2658 worden st #220 92110
str-05187l,4497803680,2628 worden st #158 92110
str-05187l,4497803659,2628 worden st #137 92110
str-05187l,4497803573,2680 worden st #72 92110
str-05187l,4497803636,2636 worden st #114 92110
str-05187l,4497803950,4082 valeta st #360 92110
str-05187l,4497803843,3982 valeta st #277 92110
str-05187l,4497803722,2624 worden st #185 92110
str-05187l,4497803670,2628 worden st #148 92110
str-05187l,4497803614,2654 worden st #93 92110
str-05187l,4497803504,2666 worden st #04 92110
str-05187l,4497803969,4098 valeta st #379 92110
str-05187l,4497803768,2658 worden st #227 92110
str-05187l,4497803765,2658 worden st #223 92110
str-05187l,4497803709,2620 worden st #167 92110
str-05187l,4497803649,2636 worden st #127 92110
str-05187l,4497803624,2654 worden st #102 92110
str-05187l,4497803612,2690 worden st #87 92110
str-05187l,4497803967,4098 valeta st #377 92110
str-05187l,4497803960,4082 valeta st #370 92110
str-05187l,4497803941,4082 valeta st #351 92110
str-05187l,4497803849,3982 valeta st #283 92110
str-05187l,4497803817,3942 valeta st #251 92110
str-05187l,4497803766,2658 worden st #224 92110
str-05187l,4497803714,2620 worden st #171 92110
str-05187l,4497803533,2662 worden st #33 92110
str-05187l,4497803863,4012 valeta st #297 92110
str-05187l,4497803842,3982 valeta st #276 92110
str-05187l,4497803669,2628 worden st #147 92110
str-05187l,4497803507,2666 worden st #07 92110
str-05187l,4497803957,4082 valeta st #367 92110
str-05187l,4497803845,3982 valeta st #279 92110
str-05187l,4497803836,3982 valeta st #270 92110
str-05187l,4497803767,2658 worden st #225 92110
str-05187l,4497803641,2636 worden st #119 92110
str-05187l,4497803639,2636 worden st #117 92110
str-05187l,4497803615,2654 worden st #92 92110
str-05187l,4497803970,4098 valeta st #380 92110
str-05187l,4497803933,4062 valeta st #343 92110
str-05187l,4497803861,4012 valeta st #295 92110
str-05187l,4497803772,2658 worden st #230 92110
str-05187l,4497803758,2640 worden st #216 92110
str-05187l,4497803750,2640 worden st #208 92110
str-05187l,4497803553,2676 worden st #53 92110
str-05187l,4497803919,4032 valeta st #329 92110
str-05187l,4497803873,4012 valeta st #307 92110
str-05187l,4497803757,2640 worden st #215 92110
str-05187l,4497803541,2662 worden st #41 92110
str-05187l,4497803526,2662 worden st #26 92110
str-05187l,4497803734,2632 worden st #192 92110
str-05187l,4497803629,2636 worden st #107 92110
str-05187l,4497803568,2680 worden st #68 92110
str-05187l,4497803562,2676 worden st #62 92110
str-05187l,4497803531,2662 worden st #31 92110
str-05187l,4497803616,2654 worden st #94 92110
str-05187l,4497803561,2676 worden st #61 92110
str-05187l,4497803915,4032 valeta st #325 92110
str-05187l,4497803860,4012 valeta st #294 92110
str-05187l,4497803838,3982 valeta st #272 92110
str-05187l,4497803625,2654 worden st #103 92110
str-05187l,4497803606,2690 worden st #85 92110
str-05187l,4497803751,2640 worden st #209 92110
str-05187l,4497803726,2624 worden st #181 92110
str-05187l,4497803574,2680 worden st #74 92110
str-05187l,4497803973,4098 valeta st #383 92110
str-05187l,4497803930,4062 valeta st #340 92110
str-05187l,4497803871,4012 valeta st #305 92110
str-05187l,4497803869,4012 valeta st #303 92110
str-05187l,4497803847,3982 valeta st #281 92110
str-05187l,4497803570,2680 worden st #70 92110
str-05187l,4497803563,2676 worden st #63 92110
str-05187l,4497803560,2676 worden st #60 92110
str-05187l,4497803978,4098 valeta st #388 92110
str-05187l,4497803965,4082 valeta st #375 92110
str-05187l,4497803940,4062 valeta st #350 92110
str-05187l,4497803870,4012 valeta st #304 92110
str-05187l,4497803868,4012 valeta st #302 92110
str-05187l,4497803674,2628 worden st #152 92110
str-05187l,4497803635,2636 worden st #113 92110
str-05187l,4497803954,4082 valeta st #364 92110
str-05187l,4497803835,3982 valeta st #269 92110
str-05187l,4497803578,2680 worden st #78 92110
str-05187l,4497803505,2666 worden st #05 92110
str-05187l,4497803934,4062 valeta st #344 92110
str-05187l,4497803851,4012 valeta st #285 92110
str-05187l,4497803825,3982 valeta st #259 92110
str-05187l,4497803810,3942 valeta st #244 92110
str-05187l,4497803679,2628 worden st #157 92110
str-05187l,4497803604,2690 worden st #82 92110
str-05187l,4497803567,2680 worden st #67 92110
str-05187l,4497803557,2676 worden st #57 92110
str-05187l,4497803535,2662 worden st #35 92110
str-05187l,4497803966,4082 valeta st #376 92110
str-05187l,4497803920,4032 valeta st #330 92110
str-05187l,4497803828,3982 valeta st #262 92110
str-05187l,4497803814,3942 valeta st #248 92110
str-05187l,4497803759,2640 worden st #217 92110
str-05187l,4497803661,2628 worden st #139 92110
str-05187l,4497803523,2670 worden st #23 92110
str-05187l,4497803503,2666 worden st #03 92110
str-05187l,4497803770,2658 worden st #228 92110
str-05187l,4497803748,2640 worden st #206 92110
str-05187l,4497803949,4082 valeta st #359 92110
str-05187l,4497803753,2640 worden st #210 92110
str-05187l,4497803741,2632 worden st #199 92110
str-05187l,4497803676,2628 worden st #154 92110
str-05187l,4497803565,2676 worden st #65 92110
str-05187l,4497803544,2662 worden st #44 92110
str-05187l,4497803512,2666 worden st #12 92110
str-05187l,4497803831,3982 valeta st #265 92110
str-05187l,4497803678,2628 worden st #156 92110
str-05187l,4497803622,2654 worden st #100 92110
str-05187l,4497803832,3982 valeta st #266 92110
str-05187l,4497803769,2658 worden st #226 92110
str-05187l,4497803704,2620 worden st #162 92110
str-05187l,4497803668,2628 worden st #146 92110
str-05187l,4497803545,2662 worden st #45 92110
str-05187l,4497803913,4032 valeta st #323 92110
str-05187l,4497803623,2654 worden st #101 92110
str-05187l,4497803936,4062 valeta st #346 92110
str-05187l,4497803859,4012 valeta st #293 92110
str-05187l,4497803775,2658 worden st #233 92110
str-05187l,4497803701,2620 worden st #159 92110
str-05187l,4497803664,2628 worden st #142 92110
str-05187l,4497803654,2636 worden st #132 92110
str-05187l,4497803575,2680 worden st #75 92110
str-05187l,4497803572,2680 worden st #73 92110
str-05187l,4497803566,2676 worden st #66 92110
str-05187l,4497803548,2662 worden st #48 92110
str-05187l,4497803976,4098 valeta st #386 92110
str-05187l,4497803872,4012 valeta st #306 92110
str-05187l,4497803656,2628 worden st #134 92110
str-05187l,4497803651,2636 worden st #129 92110
str-05187l,4497803556,2676 worden st #56 92110
str-05187l,4497803776,2658 worden st #234 92110
str-05187l,4497803736,2632 worden st #195 92110
str-05187l,4497803724,2624 worden st #186 92110
str-05187l,4497803853,4012 valeta st #287 92110
str-05187l,4497803732,2632 worden st #190 92110
str-05187l,4497803621,2654 worden st #99 92110
str-05187l,4497803509,2666 worden st #09 92110
str-05187l,4497803958,4082 valeta st #368 92110
str-05187l,4497803763,2658 worden st #221 92110
str-05187l,4497803626,2654 worden st #104 92110
str-05187l,4497803867,4012 valeta st #301 92110
str-05187l,4497803850,3982 valeta st #284 92110
str-05187l,4497803820,3942 valeta st #254 92110
str-05187l,4497803705,2620 worden st #163 92110
str-05187l,4497803564,2676 worden st #64 92110
str-05187l,4497803543,2662 worden st #43 92110
str-05187l,4497803932,4062 valeta st #342 92110
str-05187l,4497803910,4032 valeta st #320 92110
str-05187l,4497803749,2640 worden st #207 92110
str-05187l,4497803647,2636 worden st #125 92110
str-05187l,4497803645,2636 worden st #123 92110
str-05187l,4497803613,2654 worden st #91 92110
str-05187l,4497803549,2662 worden st #49 92110
str-05187l,4497803525,2662 worden st #25 92110
str-05187l,4497803515,2666 worden st #15 92110
str-05187l,4497803902,4032 valeta st #312 92110
str-05187l,4497803856,4012 valeta st #290 92110
str-05187l,4497803926,4062 valeta st #336 92110
str-05187l,4497803733,2632 worden st #191 92110
str-05187l,4497803956,4082 valeta st #366 92110
str-05187l,4497803972,4098 valeta st #382 92110
str-05187l,4497803638,2636 worden st #116 92110
str-05187l,4497803637,2636 worden st #115 92110
str-05187l,4497803511,2666 worden st #11 92110
str-05187l,4497803951,4082 valeta st #361 92110
str-05187l,4497803942,4082 valeta st #352 92110
str-05187l,4497803848,3982 valeta st #282 92110
str-05187l,4497803806,3902 valeta st #239 92110
str-05187l,4497803609,2690 worden st #90 92110
str-05187l,4497803513,2666 worden st #13 92110
str-00799l,4155811334,4667 ocean blvd #307 92109
str-00799l,4155811340,4667 ocean blvd #313 92109
str-00799l,4155811307,4667 ocean blvd #107 92109
str-00799l,4155811303,4667 ocean blvd #103 92109
str-00799l,4155811343,4667 ocean blvd #402 92109
str-00799l,4155811349,4667 ocean blvd #408 92109
str-00799l,4155811351,4667 ocean blvd #410 92109
str-00799l,4155811338,4667 ocean blvd #311 92109
str-00799l,4155811319,4667 ocean blvd #206 92109
str-00799l,4155811354,4667 ocean blvd #413 92109
str-00799l,4155811316,4667 ocean blvd #203 92109
str-00799l,4155811322,4667 ocean blvd #209 92109
str-00799l,4155811318,4667 ocean blvd #205 92109
str-00799l,4155811314,4667 ocean blvd #201 92109
str-00799l,4155811311,4667 ocean blvd #111 92109
str-00799l,4155811301,4667 ocean blvd #101 92109
str-00799l,4155811353,4667 ocean blvd #412 92109
str-00799l,4155811345,4667 ocean blvd #404 92109
str-00799l,4155811347,4667 ocean blvd #406 92109
str-00799l,4155811331,4667 ocean blvd #304 92109
str-00799l,4155811335,4667 ocean blvd #308 92109
str-00799l,4155811321,4667 ocean blvd #208 92109
str-00799l,4155811313,4667 ocean blvd #113 92109
str-00799l,4155811317,4667 ocean blvd #204 92109
str-00799l,4155811315,4667 ocean blvd #202 92109
str-00799l,4155811355,4667 ocean blvd #414 92109
str-00799l,4155811336,4667 ocean blvd #309 92109
str-00799l,4155811309,4667 ocean blvd #109 92109
str-00799l,4155811323,4667 ocean blvd #210 92109
str-00799l,4155811344,4667 ocean blvd #403 92109
str-00799l,4155811302,4667 ocean blvd #102 92109
str-00799l,4155811329,4667 ocean blvd #302 92109
str-00799l,4155811310,4667 ocean blvd #110 92109
str-00799l,4155811320,4667 ocean blvd #207 92109
str-00799l,4155811312,4667 ocean blvd #112 92109
str-00799l,4155811308,4667 ocean blvd #108 92109
str-00799l,4155811328,4667 ocean blvd #301 92109
str-00799l,4155811333,4667 ocean blvd #306 92109
str-00799l,4155811306,4667 ocean blvd #106 92109
str-00799l,4155811339,4667 ocean blvd #312 92109
str-00799l,4155811304,4667 ocean blvd #104 92109
str-00799l,4155811324,4667 ocean blvd #211 92109
str-00799l,4155811342,4667 ocean blvd #401 92109
str-00799l,4155811341,4667 ocean blvd #314 92109
str-00799l,4155811305,4667 ocean blvd #105 92109
str-00799l,4155811348,4667 ocean blvd #407 92109
str-00799l,4155811346,4667 ocean blvd #405 92109
str-00799l,4155811326,4667 ocean blvd #213 92109
str-00799l,4155811350,4667 ocean blvd #409 92109
str-00799l,4155811325,4667 ocean blvd #212 92109
str-00799l,4155811332,4667 ocean blvd #305 92109
str-00799l,4155811330,4667 ocean blvd #303 92109
str-00799l,4155811337,4667 ocean blvd #310 92109
str-00799l,4155811327,4667 ocean blvd #214 92109
str-00799l,4155811352,4667 ocean blvd #411 92109
str-04413l,4481142600,5080 brighton ave 92107
str-01487l,4231611802,1242 grand ave 92109
str-01487l,4231611801,1240 grand ave 92109
str-01487l,4231611804,1246 grand ave 92109
str-01487l,4231611803,1244 grand ave 92109
str-00437l,5333531800,343 w date st 92101
str-00027l,4562913600,6773 clear sky ter 92120
str-01693l,4156230701,1117 felspar st 92109
str-01693l,4156230702,1119 felspar st 92109
str-01693l,4156230703,1121 felspar st 92109
str-01693l,4156230704,1123 felspar st 92109
str-01716l,4165531400,2130 garnet ave 92109
str-01799l,6650713900,3074 naylor rd 92173
str-03387l,4237661200,2637 mission blvd 92109
str-01882l,5302920200,1617 plum st 92106
str-03703l,4171510900,2359 wilbur ave 92109
str-00050l,4241613100,1740 thomas ave 92109
str-00095l,3460822900,8434 la jolla shores dr 92037
str-01346l,4233501700,1012 w briarfield dr 92109
str-00515l,4480702600,5041 narragansett ave 92107
str-05065l,2985721200,14778 caminito via campestre 92014
str-00554l,3511122700,7209 la jolla blvd 92037
str-04658l,5354010500,421 17th st 92101
str-01607l,5913500100,3021 dardaina dr 92139
str-01850l,4451010200,1139 madison ave 92116
str-05808l,4263311200,3104 via amata 92111
str-03745l,4236720800,831 isthmus court 92109
str-04177l,5511416000,4407 logan ave 92113
str-04690l,4232640100,4227 fanuel st 92109
str-01810l,4154711503,958 law st 92109
str-01810l,4154711504,960 law st 92109
str-01810l,4154711501,954 law st 92109
str-01810l,4154711502,956 law st 92109
str-04604l,4236420200,717 kingston court 92109
str-03366l,4230210863,4465 ocean blvd #63 92109
str-03366l,4230210815,4465 ocean blvd #15 92109
str-03366l,4230210868,4465 ocean blvd #68 92109
str-03366l,4230210834,4465 ocean blvd #34 92109
str-03366l,4230210803,4465 ocean blvd #03 92109
str-03366l,4230210819,4465 ocean blvd #19 92109
str-03366l,4230210846,4465 ocean blvd #46 92109
str-03366l,4230210832,32 ocean blvd 92109
str-03366l,4230210865,4465 ocean blvd #65 92109
str-03366l,4230210809,4465 ocean blvd #09 92109
str-03366l,4230210802,4465 ocean blvd #02 92109
str-03366l,4230210861,4465 ocean blvd #61 92109
str-03366l,4230210851,4465 ocean blvd #51 92109
str-03366l,4230210875,4465 ocean blvd #75 92109
str-03366l,4230210801,4465 ocean blvd #01 92109
str-03366l,4230210825,4465 ocean blvd #25 92109
str-03366l,4230210849,4465 ocean blvd #49 92109
str-03366l,4230210867,4465 ocean blvd #67 92109
str-03366l,4230210821,4465 ocean blvd #21 92109
str-03366l,4230210828,4465 ocean blvd #28 92109
str-03366l,4230210822,4465 ocean blvd #22 92109
str-03366l,4230210874,4465 ocean blvd #74 92109
str-03366l,4230210817,4461 ocean blvd 92109
str-03366l,4230210818,4465 ocean blvd #18 92109
str-03366l,4230210814,4465 ocean blvd #14 92109
str-03366l,4230210853,4465 ocean blvd #53 92109
str-03366l,4230210850,4465 ocean blvd #50 92109
str-03366l,4230210871,4465 ocean blvd #71 92109
str-03366l,4230210870,4465 ocean blvd #70 92109
str-03366l,4230210848,4465 ocean blvd #48 92109
str-03366l,4230210829,4465 ocean blvd #29 92109
str-03366l,4230210837,4465 ocean blvd #37 92109
str-03366l,4230210810,4465 ocean blvd #10 92109
str-03366l,4230210862,4465 ocean blvd #62 92109
str-03366l,4230210838,4465 ocean blvd #38 92109
str-03366l,4230210857,4465 ocean blvd #57 92109
str-03366l,4230210804,4465 ocean blvd #04 92109
str-03366l,4230210856,4465 ocean blvd #56 92109
str-03366l,4230210852,4465 ocean blvd #52 92109
str-03366l,4230210833,4465 ocean blvd #33 92109
str-03366l,4230210854,4465 ocean blvd #54 92109
str-03366l,4230210836,4465 ocean blvd #36 92109
str-03366l,4230210872,4465 ocean blvd #72 92109
str-03366l,4230210847,4465 ocean blvd #47 92109
str-03366l,4230210807,4465 ocean blvd #07 92109
str-03366l,4230210824,4465 ocean blvd #24 92109
str-03366l,4230210873,4465 ocean blvd #73 92109
str-03366l,4230210859,4465 ocean blvd #59 92109
str-03366l,4230210876,4465 ocean blvd #76 92109
str-03366l,4230210808,4465 ocean blvd #08 92109
str-03366l,4230210860,4465 ocean blvd #60 92109
str-03366l,4230210839,4465 ocean blvd #39 92109
str-03366l,4230210855,4465 ocean blvd #55 92109
str-03366l,4230210826,4465 ocean blvd #26 92109
str-03366l,4230210858,4465 ocean blvd #58 92109
str-03366l,4230210831,4465 ocean blvd #31 92109
str-03366l,4230210806,4465 ocean blvd #06 92109
str-03366l,4230210820,4465 ocean blvd #20 92109
str-03366l,4230210805,4465 ocean blvd #05 92109
str-03366l,4230210830,4465 ocean blvd #30 92109
str-03366l,4230210813,4465 ocean blvd #13 92109
str-03366l,4230210845,4465 ocean blvd #45 92109
str-03366l,4230210842,4465 ocean blvd #42 92109
str-03366l,4230210823,4465 ocean blvd #23 92109
str-03366l,4230210864,4465 ocean blvd #64 92109
str-03366l,4230210841,4465 ocean blvd #41 92109
str-03366l,4230210843,4465 ocean blvd #43 92109
str-03366l,4230210812,4465 ocean blvd #12 92109
str-03366l,4230210866,4465 ocean blvd #66 92109
str-03366l,4230210840,4465 ocean blvd #40 92109
str-03366l,4230210827,4465 ocean blvd #27 92109
str-03366l,4230210869,4465 ocean blvd #69 92109
str-03366l,4230210844,4465 ocean blvd #44 92109
str-03366l,4230210811,4465 ocean blvd #11 92109
str-03366l,4230210835,4465 ocean blvd #35 92109
str-03366l,4230210816,4465 ocean blvd #16 92109
str-05249l,4236420400,3364 mission blvd 92109
str-04377l,5303140500,1906 willow st 92106
str-02906l,4236540301,824 jersey court 92109
str-02906l,4236540303,3318 bayside ln 92109
str-02906l,4236540302,826 jersey court 92109
str-02517l,4236910501,2965 ocean front walk #01 92109
str-02517l,4236910502,2965 ocean front walk #02 92109
str-02517l,4236910503,2965 ocean front walk #03 92109
str-00359l,4237661401,2613 mission blvd #01 92109
str-00359l,4237661405,2613 mission blvd #05 92109
str-00359l,4237661402,2613 mission blvd #02 92109
str-00359l,4237661414,2613 mission blvd #14 92109
str-00359l,4237661404,2613 mission blvd #04 92109
str-00359l,4237661407,2613 mission blvd #07 92109
str-00359l,4237661406,2613 mission blvd #06 92109
str-00359l,4237661408,2613 mission blvd #08 92109
str-00359l,4237661410,2613 mission blvd #10 92109
str-00359l,4237661409,2613 mission blvd #09 92109
str-00359l,4237661412,2613 mission blvd #12 92109
str-00359l,4237661403,2613 mission blvd #03 92109
str-00359l,4237661413,2613 mission blvd #13 92109
