permit,apn,parsed_address
str-01924l,5891641303,3010 alta view dr #103 92139
str-01924l,5891641361,3020 alta view dr #205 92139
str-01924l,5891641345,3040 alta view dr #205 92139
str-01924l,5891641357,3020 alta view dr #e201 92139
str-01924l,5891641340,3040 alta view dr #108 92139
str-01924l,5891641333,3040 alta view dr #101 92139
str-01924l,5891641343,3040 alta view dr #d203 92139
str-01924l,5891641328,3030 alta view dr #c204 92139
str-01924l,5891641304,3010 alta view dr #104 92139
str-01924l,5891641355,3020 alta view dr #e107 92139
str-01924l,5891641354,3020 alta view dr #e106 92139
str-01924l,5891641327,3030 alta view dr #203 92139
str-01924l,5891641364,3020 alta view dr #208 92139
str-01924l,5891641330,3030 alta view dr #206 92139
str-01924l,5891641353,3020 alta view dr #105 92139
str-01924l,5891641329,3030 alta view dr #205 92139
str-02070l,4535022400,3382 32nd st 92104
str-02254l,4232240200,4225 bayard st 92109
str-00198l,4465122200,3628 felton st 92104
str-02061l,4235720500,817 toulon court 92109
str-04057l,3003511100,13715 pine needles dr 92014
str-01284l,4233822604,4026 riviera dr #04 92109
str-01284l,4233822602,4026 riviera dr #02 92109
str-01284l,4233822603,4026 riviera dr #03 92109
str-01284l,4233822601,4026 riviera dr #01 92109
str-03819l,4237620600,2660 mission blvd 92109
str-00826l,4290502000,3244 marathon dr 92123
str-01568l,3516150500,6435 dowling dr 92037
str-01616l,5392720500,1713 granada ave 92102
str-01907l,4483621300,1558 ebers st 92107
str-03626l,4315203900,6718 n elman st 92111
str-02632l,4204920600,7152 beagle st 92111
str-04784l,4233823900,4073 gresham st 92109
str-03602l,4562012600,6453 amberly st 92120
str-04676l,4476520100,3703 landis st 92105
str-04957l,3576601600,841 candlelight pl 92037
str-02466l,5392850400,1632 dale st 92102
str-02659l,5330510500,2619 columbia st 92103
str-02159l,3502900305,457 coast blvd #302 92037
str-02159l,3502900312,457 coast blvd #503 92037
str-02159l,3502900306,457 coast blvd #303 92037
str-02159l,3502900302,457 coast blvd #202 92037
str-02159l,3502900307,457 coast blvd #401 92037
str-02159l,3502900310,457 coast blvd #501 92037
str-02159l,3502900311,457 coast blvd #502 92037
str-02159l,3502900304,457 coast blvd #301 92037
str-02159l,3502900308,457 coast blvd #402 92037
str-02159l,3502900309,457 coast blvd #403 92037
str-02159l,3502900301,457 coast blvd #201 92037
str-02159l,3502900303,457 coast blvd #203 92037
str-00175l,5424611900,1070 56th st 92114
str-03294l,4481011400,5026 saratoga ave 92107
str-01471l,4236240201,3443 ocean front walk #a 92109
str-01471l,4236240208,3443 ocean front walk #h 92109
str-01471l,4236240202,3443 ocean front walk #b 92109
str-01471l,4236240204,3443 ocean front walk #c 92109
str-01471l,4236240210,3443 ocean front walk #f 92109
str-01471l,4236240211,3443 ocean front walk #e 92109
str-01471l,4236240203,3443 ocean front walk #d 92109
str-01471l,4236240206,3443 ocean front walk #l 92109
str-01471l,4236240209,3443 ocean front walk #g 92109
str-01471l,4236240205,3443 ocean front walk #k 92109
str-01471l,4236240207,3443 ocean front walk #i 92109
str-01935l,3506010401,7453 cuvier st 92037
str-01935l,3506010402,7455 cuvier st 92037
str-05219l,4672501500,5075 alumni pl 92115
str-03717l,4235962002,824 ostend court 92109
str-03717l,4235962001,822 ostend court 92109
str-03259l,3502901000,402 s coast blvd 92037
str-01735l,4245411600,3854 sequoia st 92109
str-04710l,4381110800,1902 adams ave 92116
str-00002l,3511411800,7103 monte vista ave 92037
str-03385l,4235591700,727 vanitie court 92109
str-03311l,4155811334,4667 ocean blvd #307 92109
str-03311l,4155811340,4667 ocean blvd #313 92109
str-03311l,4155811307,4667 ocean blvd #107 92109
str-03311l,4155811303,4667 ocean blvd #103 92109
str-03311l,4155811343,4667 ocean blvd #402 92109
str-03311l,4155811349,4667 ocean blvd #408 92109
str-03311l,4155811351,4667 ocean blvd #410 92109
str-03311l,4155811338,4667 ocean blvd #311 92109
str-03311l,4155811319,4667 ocean blvd #206 92109
str-03311l,4155811354,4667 ocean blvd #413 92109
str-03311l,4155811316,4667 ocean blvd #203 92109
str-03311l,4155811322,4667 ocean blvd #209 92109
str-03311l,4155811318,4667 ocean blvd #205 92109
str-03311l,4155811314,4667 ocean blvd #201 92109
str-03311l,4155811311,4667 ocean blvd #111 92109
str-03311l,4155811301,4667 ocean blvd #101 92109
str-03311l,4155811353,4667 ocean blvd #412 92109
str-03311l,4155811345,4667 ocean blvd #404 92109
str-03311l,4155811347,4667 ocean blvd #406 92109
str-03311l,4155811331,4667 ocean blvd #304 92109
str-03311l,4155811335,4667 ocean blvd #308 92109
str-03311l,4155811321,4667 ocean blvd #208 92109
str-03311l,4155811313,4667 ocean blvd #113 92109
str-03311l,4155811317,4667 ocean blvd #204 92109
str-03311l,4155811315,4667 ocean blvd #202 92109
str-03311l,4155811355,4667 ocean blvd #414 92109
str-03311l,4155811336,4667 ocean blvd #309 92109
str-03311l,4155811309,4667 ocean blvd #109 92109
str-03311l,4155811323,4667 ocean blvd #210 92109
str-03311l,4155811344,4667 ocean blvd #403 92109
str-03311l,4155811302,4667 ocean blvd #102 92109
str-03311l,4155811329,4667 ocean blvd #302 92109
str-03311l,4155811310,4667 ocean blvd #110 92109
str-03311l,4155811320,4667 ocean blvd #207 92109
str-03311l,4155811312,4667 ocean blvd #112 92109
str-03311l,4155811308,4667 ocean blvd #108 92109
str-03311l,4155811328,4667 ocean blvd #301 92109
str-03311l,4155811333,4667 ocean blvd #306 92109
str-03311l,4155811306,4667 ocean blvd #106 92109
str-03311l,4155811339,4667 ocean blvd #312 92109
str-03311l,4155811304,4667 ocean blvd #104 92109
str-03311l,4155811324,4667 ocean blvd #211 92109
str-03311l,4155811342,4667 ocean blvd #401 92109
str-03311l,4155811341,4667 ocean blvd #314 92109
str-03311l,4155811305,4667 ocean blvd #105 92109
str-03311l,4155811348,4667 ocean blvd #407 92109
str-03311l,4155811346,4667 ocean blvd #405 92109
str-03311l,4155811326,4667 ocean blvd #213 92109
str-03311l,4155811350,4667 ocean blvd #409 92109
str-03311l,4155811325,4667 ocean blvd #212 92109
str-03311l,4155811332,4667 ocean blvd #305 92109
str-03311l,4155811330,4667 ocean blvd #303 92109
str-03311l,4155811337,4667 ocean blvd #310 92109
str-03311l,4155811327,4667 ocean blvd #214 92109
str-03311l,4155811352,4667 ocean blvd #411 92109
str-03662l,4463831600,4018 32nd st 92104
str-00819l,5393710700,3092 cedar st 92102
str-04192l,4235710800,716 tangiers court 92109
str-01035l,4156220400,1145 emerald st 92109
str-04689l,4410903610,4444 w point loma blvd #10 92107
str-04689l,4410903736,4444 w point loma blvd #100 92107
str-04689l,4410903723,4444 w point loma blvd #87 92107
str-04689l,4410903715,4444 w point loma blvd #79 92107
str-04689l,4410903653,4444 w point loma blvd #53 92107
str-04689l,4410903641,4444 w point loma blvd #41 92107
str-04689l,4410903633,4444 w point loma blvd #33 92107
str-04689l,4410903630,4444 w point loma blvd #30 92107
str-04689l,4410903740,4444 w point loma blvd #104 92107
str-04689l,4410903637,4444 w point loma blvd #37 92107
str-04689l,4410903620,4444 w point loma blvd #20 92107
str-04689l,4410903659,4444 w point loma blvd #59 92107
str-04689l,4410903762,4444 w point loma blvd #126 92107
str-04689l,4410903759,4444 w point loma blvd #123 92107
str-04689l,4410903709,4444 w point loma blvd #73 92107
str-04689l,4410903631,4444 w point loma blvd #31 92107
str-04689l,4410903661,4444 w point loma blvd #61 92107
str-04689l,4410903750,4444 w point loma blvd #114 92107
str-04689l,4410903745,4444 w point loma blvd #109 92107
str-04689l,4410903721,4444 w point loma blvd #85 92107
str-04689l,4410903625,4444 w point loma blvd #25 92107
str-04689l,4410903760,4444 w point loma blvd #124 92107
str-04689l,4410903752,4444 w point loma blvd #116 92107
str-04689l,4410903712,4444 w point loma blvd #76 92107
str-04689l,4410903706,4444 w point loma blvd #70 92107
str-04689l,4410903622,4444 w point loma blvd #22 92107
str-04689l,4410903744,4444 w point loma blvd #108 92107
str-04689l,4410903746,4444 w point loma blvd #110 92107
str-04689l,4410903732,4444 w point loma blvd #96 92107
str-04689l,4410903635,4444 w point loma blvd #35 92107
str-04689l,4410903609,4444 w point loma blvd #09 92107
str-04689l,4410903716,4444 w point loma blvd #80 92107
str-04689l,4410903662,4444 w point loma blvd #62 92107
str-04689l,4410903613,4444 w point loma blvd #13 92107
str-04689l,4410903660,4444 w point loma blvd #60 92107
str-04689l,4410903654,4444 w point loma blvd #54 92107
str-04689l,4410903754,4444 w point loma blvd #118 92107
str-04689l,4410903615,4444 w point loma blvd #15 92107
str-04689l,4410903727,4444 w point loma blvd #91 92107
str-04689l,4410903761,4444 w point loma blvd #125 92107
str-04689l,4410903739,4444 w point loma blvd #103 92107
str-04689l,4410903656,4444 w point loma blvd #56 92107
str-04689l,4410903757,4444 w point loma blvd #121 92107
str-04689l,4410903607,4444 w point loma blvd #07 92107
str-04689l,4410903749,4444 w point loma blvd #113 92107
str-04689l,4410903735,4444 w point loma blvd #99 92107
str-04689l,4410903664,4444 w point loma blvd #64 92107
str-04689l,4410903618,4444 w point loma blvd #18 92107
str-04689l,4410903726,4444 w point loma blvd #90 92107
str-04689l,4410903624,4444 w point loma blvd #24 92107
str-04689l,4410903623,4444 w point loma blvd #23 92107
str-04689l,4410903619,4444 w point loma blvd #19 92107
str-04689l,4410903603,4444 w point loma blvd 92107
str-04689l,4410903733,4444 w point loma blvd #97 92107
str-04689l,4410903628,4444 w point loma blvd #28 92107
str-04689l,4410903753,4444 w point loma blvd #117 92107
str-04689l,4410903602,4444 w point loma blvd #02 92107
str-04689l,4410903728,4444 w point loma blvd #92 92107
str-04689l,4410903713,4444 w point loma blvd #77 92107
str-04689l,4410903642,4444 w point loma blvd #42 92107
str-04689l,4410903629,4444 w point loma blvd #29 92107
str-04689l,4410903741,4444 w point loma blvd #105 92107
str-04689l,4410903719,4444 w point loma blvd #83 92107
str-04689l,4410903650,4444 w point loma blvd #50 92107
str-04689l,4410903737,4444 w point loma blvd #101 92107
str-04689l,4410903729,4444 w point loma blvd #93 92107
str-04689l,4410903636,4444 w point loma blvd #36 92107
str-04689l,4410903606,4444 w point loma blvd #06 92107
str-04689l,4410903705,4444 w point loma blvd #69 92107
str-04689l,4410903648,4444 w point loma blvd #48 92107
str-04689l,4410903756,4444 w point loma blvd #120 92107
str-04689l,4410903651,4444 w point loma blvd #51 92107
str-04689l,4410903730,4444 w point loma blvd #94 92107
str-04689l,4410903639,4444 w point loma blvd #39 92107
str-04689l,4410903764,4444 w point loma blvd #128 92107
str-04689l,4410903722,4444 w point loma blvd #86 92107
str-04689l,4410903714,4444 w point loma blvd #78 92107
str-04689l,4410903743,4444 w point loma blvd #107 92107
str-04689l,4410903720,4444 w point loma blvd #84 92107
str-04689l,4410903707,4444 w point loma blvd #71 92107
str-04689l,4410903632,32 w point loma blvd 92107
str-04689l,4410903663,4444 w point loma blvd #63 92107
str-04689l,4410903608,4444 w point loma blvd #08 92107
str-04689l,4410903710,4444 w point loma blvd #74 92107
str-04689l,4410903652,4444 w point loma blvd #52 92107
str-04689l,4410903644,4444 w point loma blvd #44 92107
str-04689l,4410903640,4444 w point loma blvd #40 92107
str-04689l,4410903717,4444 w point loma blvd #81 92107
str-04689l,4410903702,4444 w point loma blvd #66 92107
str-04689l,4410903605,4444 w point loma blvd #05 92107
str-04689l,4410903711,4444 w point loma blvd #75 92107
str-04689l,4410903601,4444 w point loma blvd #01 92107
str-04689l,4410903655,4444 w point loma blvd #55 92107
str-04689l,4410903626,4444 w point loma blvd #26 92107
str-04689l,4410903614,4444 w point loma blvd #14 92107
str-04689l,4410903612,4444 w point loma blvd #12 92107
str-04689l,4410903604,4444 w point loma blvd #04 92107
str-04689l,4410903738,4444 w point loma blvd #102 92107
str-04689l,4410903704,4444 w point loma blvd #68 92107
str-04689l,4410903634,4444 w point loma blvd #34 92107
str-04689l,4410903627,4444 w point loma blvd #27 92107
str-04689l,4410903724,4444 w point loma blvd #88 92107
str-04689l,4410903638,4444 w point loma blvd #38 92107
str-04689l,4410903742,4444 w point loma blvd #106 92107
str-04689l,4410903731,4444 w point loma blvd #95 92107
str-04689l,4410903725,4444 w point loma blvd #89 92107
str-04689l,4410903708,4444 w point loma blvd #72 92107
str-04689l,4410903748,4444 w point loma blvd #112 92107
str-04689l,4410903734,4444 w point loma blvd #98 92107
str-04689l,4410903701,4444 w point loma blvd #65 92107
str-04689l,4410903646,4444 w point loma blvd #46 92107
str-04689l,4410903751,4444 w point loma blvd #115 92107
str-04689l,4410903703,4444 w point loma blvd #67 92107
str-04689l,4410903643,4444 w point loma blvd #43 92107
str-04689l,4410903621,4444 w point loma blvd #21 92107
str-04689l,4410903611,4444 w point loma blvd #11 92107
str-04689l,4410903649,4444 w point loma blvd #49 92107
str-04689l,4410903755,4444 w point loma blvd #119 92107
str-04689l,4410903617,4444 w point loma blvd #17 92107
str-04689l,4410903616,4444 w point loma blvd #16 92107
str-04689l,4410903657,4444 w point loma blvd #57 92107
str-04689l,4410903763,4444 w point loma blvd #127 92107
str-04689l,4410903718,4444 w point loma blvd #82 92107
str-04689l,4410903658,4444 w point loma blvd #58 92107
str-04689l,4410903747,4444 w point loma blvd #111 92107
str-04689l,4410903645,4444 w point loma blvd #45 92107
str-04689l,4410903758,4444 w point loma blvd #122 92107
str-04689l,4410903647,4444 w point loma blvd #47 92107
str-00348l,5870920800,2175 calle serena 92139
str-04791l,4480232100,5117 brighton ave 92107
str-02512l,4533720300,3440 arizona st 92104
str-05305l,4191320100,4662 mt alifan dr 92111
str-00206l,5513121500,1617 s 40th st 92113
str-00514l,4480702600,5041 narragansett ave 92107
str-01951l,5481821300,5288 santa margarita st 92114
str-04673l,5452810300,2929 k st 92102
str-01098l,4236071102,3575 bayside ln 92109
str-01098l,4236071104,3581 bayside walk 92109
str-01098l,4236071103,3577 bayside ln 92109
str-01098l,4236071101,3579 bayside ln 92109
str-00584l,3462831900,8168 la jolla shores dr 92037
str-05329l,3151910600,12546 cabezon pl 92129
str-01287l,4481111300,5024 long branch ave 92107
str-00731l,4236440200,719 jersey court 92109
str-03201l,4234100603,3888 riviera dr #103 92109
str-03201l,4234100616,3888 riviera dr #304 92109
str-03201l,4234100606,3888 riviera dr #106 92109
str-03201l,4234100604,3888 riviera dr #104 92109
str-03201l,4234100601,3888 riviera dr #101 92109
str-03201l,4234100610,3888 riviera dr #204 92109
str-03201l,4234100609,3888 riviera dr #203 92109
str-03201l,4234100619,3888 riviera dr #401 92109
str-03201l,4234100605,3888 riviera dr #105 92109
str-03201l,4234100612,3888 riviera dr #206 92109
str-03201l,4234100618,3888 riviera dr #306 92109
str-03201l,4234100622,3888 riviera dr #404 92109
str-03201l,4234100608,3888 riviera dr #202 92109
str-03201l,4234100611,3888 riviera dr #205 92109
str-03201l,4234100614,3888 riviera dr #302 92109
str-03201l,4234100615,3888 riviera dr #303 92109
str-03201l,4234100621,3888 riviera dr #403 92109
str-03201l,4234100602,3888 riviera dr #102 92109
str-03201l,4234100613,3888 riviera dr #301 92109
str-03201l,4234100620,3888 riviera dr #402 92109
str-03201l,4234100617,3888 riviera dr #305 92109
str-03201l,4234100607,3888 riviera dr #201 92109
str-03877l,4232620400,1217 oliver ave 92109
str-04004l,4236730200,3263 bayside ln 92109
str-00445l,4233600703,1251 parker pl #2l 92109
str-00445l,4233600713,1251 parker pl #2e 92109
str-00658l,4245412501,3830 sequoia st 92109
str-00658l,4245412502,3832 sequoia st 92109
str-00658l,4245412503,3834 sequoia st 92109
str-00078l,4402410800,4945 mansfield st 92116
str-00899l,4526731200,2689 dove st 92103
str-01136l,3515631600,6474 la jolla blvd 92037
str-02428l,4475912200,3712 wilson ave 92104
str-03947l,4240612000,2112 balboa ave 92109
str-01581l,4498607822,4552 w point loma blvd 92107
str-01581l,4498607803,4542 w point loma blvd 92107
str-01581l,4498607809,4578 w point loma blvd 92107
str-01581l,4498607823,4550 w point loma blvd 92107
str-01581l,4498607815,4566 w point loma blvd 92107
str-01581l,4498607806,4536 w point loma blvd 92107
str-01581l,4498607824,4548 w point loma blvd 92107
str-01581l,4498607821,4554 w point loma blvd 92107
str-01581l,4498607812,4572 w point loma blvd 92107
str-01581l,4498607808,4532 w point loma blvd 92107
str-01581l,4498607807,4534 w point loma blvd 92107
str-01581l,4498607802,4544 w point loma blvd 92107
str-01581l,4498607801,4546 w point loma blvd 92107
str-01581l,4498607818,4560 w point loma blvd 92107
str-01581l,4498607810,4576 w point loma blvd 92107
str-01581l,4498607811,4574 w point loma blvd 92107
str-01581l,4498607805,4538 w point loma blvd 92107
str-01581l,4498607819,4558 w point loma blvd 92107
str-01581l,4498607814,4568 w point loma blvd 92107
str-01581l,4498607817,4562 w point loma blvd 92107
str-01581l,4498607804,4540 w point loma blvd 92107
str-01581l,4498607816,4564 w point loma blvd 92107
str-01581l,4498607820,4556 w point loma blvd 92107
str-01581l,4498607813,4570 w point loma blvd 92107
str-01688l,4237210500,2801 ocean front walk 92109
str-03043l,4237620600,2660 mission blvd 92109
str-00697l,4482021800,4909 brighton ave 92107
str-02154l,4237310900,826 capistrano pl 92109
str-02359l,4154621100,4824 bayard st 92109
str-05310l,3520130200,7821 boulevard pl 92037
str-00361l,3512700702,338 nautilus st 92037
str-00361l,3512700701,336 nautilus st 92037
str-00798l,4324600500,2129 crandall dr 92111
str-02910l,3514662901,337 rosemont st 92037
str-02910l,3514662902,339 rosemont st 92037
str-01996l,4174001100,5156 pacifica dr 92109
str-00758l,3514623200,329 gravilla st 92037
str-01514l,3512231700,366 westbourne st 92037
str-04125l,4237160202,807 deal court 92109
str-04125l,4237160201,805 deal court 92109
str-00931l,4511020100,535 university pl 92103
str-03499l,4480330600,5168 brighton ave 92107
str-03405l,4231222208,4281 mission blvd 92109
str-03405l,4231222210,4275 mission blvd 92109
str-03405l,4231222203,4273 mission blvd 92109
str-03405l,4231222204,4271 mission blvd 92109
str-03405l,4231222206,4267 mission blvd 92109
str-03405l,4231222202,4263 mission blvd 92109
str-03405l,4231222209,4277 mission blvd 92109
str-03405l,4231222201,4283 mission blvd 92109
str-03405l,4231222207,4279 mission blvd 92109
str-03405l,4231222205,4269 mission blvd 92109
str-04012l,4455710200,2217 polk ave 92104
str-05963l,4483221800,4811 muir ave 92107
str-05977l,3012221400,13010 longboat way 92014
str-05985l,4495920100,3743 udall st 92107
str-02411l,4546415300,2531 34th st 92104
str-02523l,3600232100,3702 christine st 92117
str-04400l,4636125500,5876 ciudad leon court 92120
str-02768l,4484610402,4674 point loma ave 92107
str-02768l,4484610401,4676 point loma ave 92107
str-02300l,4482010400,2019 bacon st 92107
str-01599l,4511731400,3717 crane pl 92103
str-00555l,5863520200,7642 goode st 92139
str-01375l,4512321600,1569 guy st 92103
str-00999l,3461710500,8351 el paseo grande 92037
str-02484l,4382013300,2866 copley ave 92116
str-02131l,3514711800,6634 electric ave 92037
str-03103l,4235951300,718 ostend court 92109
str-03268l,4235792700,810 rockaway court 92109
str-02181l,4245530101,1703 la playa ave #a 92109
str-02181l,4245530102,1703 la playa ave #b 92109
str-02181l,4245530103,1703 la playa ave #c 92109
str-00873l,4710100500,4457 42nd st 92116
str-01033l,3514320100,6681 avenida mirola 92037
str-03811l,4480232600,5143 brighton ave 92107
str-05243l,5391621900,3068 grape st 92102
str-04042l,5352141200,542 21st st 92102
str-02261l,4237481601,2719 bayside walk #01 92109
str-02261l,4237481602,2719 bayside walk #02 92109
str-02261l,4237481603,2719 bayside walk #03 92109
str-05297l,4496710200,3750 alcott st 92106
str-02977l,4231210700,876 thomas ave 92109
str-00510l,5880100300,6222 valner way 92139
str-00775l,4163222200,1612 chalcedony st 92109
str-04199l,4233501204,1177 pacific beach dr #d 92109
str-04199l,4233501201,1177 pacific beach dr #a 92109
str-04199l,4233501202,1177 pacific beach dr #b 92109
str-04199l,4233501203,1177 pacific beach dr #c 92109
str-02211l,4232820200,1411 oliver ave 92109
str-01813l,4236270100,3391 mission blvd 92109
str-03019l,4237612101,2595 ocean front walk #01 92109
str-03019l,4237612106,2595 ocean front walk #06 92109
str-03019l,4237612107,2595 ocean front walk #07 92109
str-03019l,4237612102,2595 ocean front walk #02 92109
str-03019l,4237612105,2595 ocean front walk #05 92109
str-03019l,4237612103,2595 ocean front walk #03 92109
str-03019l,4237612104,2595 ocean front walk #04 92109
str-04374l,4452423100,2529 monroe ave 92116
str-00285l,4235752400,710 salem court 92109
str-01001l,3531500100,7710 via capri 92037
str-01380l,5344300600,2742 treat st 92102
str-01912l,4236572002,811 santa barbara pl 92109
str-01912l,4236572001,809 santa barbara pl 92109
str-02409l,3070620400,3854 via del mar 92130
str-00960l,4530121313,3761 florida st #b 92104
str-00960l,4530121307,3761 florida st #d 92104
str-00960l,4530121305,3759 florida st #g 92104
str-00960l,4530121301,3759 florida st #01 92104
str-00960l,4530121310,3759 florida st #10 92104
str-00960l,4530121304,3759 florida st #h 92104
str-00960l,4530121309,3759 florida st #09 92104
str-00960l,4530121308,3759 florida st #j 92104
str-00960l,4530121302,3759 florida st #02 92104
str-00960l,4530121311,3759 florida st #11 92104
str-00960l,4530121303,3759 florida st #3m 92104
str-00960l,4530121312,3761 florida st #a 92104
str-04612l,4234242202,3843 riviera dr #02 92109
str-04612l,4234242201,3843 riviera dr #01 92109
str-04612l,4234242203,3843 riviera dr #03 92109
str-05912l,4485522200,4658 lotus st 92107
str-04332l,4365720300,5651 gaines st 92110
str-02321l,4483020500,4862 santa monica ave 92107
str-02447l,3450726055,3987 nobel dr #343 92122
str-02447l,3450726039,3985 nobel dr #327 92122
str-02447l,3450725955,3969 nobel dr #279 92122
str-02447l,3450725934,3967 nobel dr #258 92122
str-02447l,3450725721,3941 nobel dr #165 92122
str-02447l,3450725646,3927 nobel dr #78 92122
str-02447l,3450725613,3927 nobel dr #45 92122
str-02447l,3450725915,3957 nobel dr #215 92122
str-02447l,3450725634,3927 nobel dr #66 92122
str-02447l,3450725545,3935 nobel dr #109 92122
str-02447l,3450725544,3935 nobel dr #108 92122
str-02447l,3450725535,3935 nobel dr #99 92122
str-02447l,3450726071,3989 nobel dr #359 92122
str-02447l,3450725950,3969 nobel dr #274 92122
str-02447l,3450725942,3969 nobel dr #266 92122
str-02447l,3450725917,3957 nobel dr #217 92122
str-02447l,3450725661,3939 nobel dr #157 92122
str-02447l,3450725808,3955 nobel dr #184 92122
str-02447l,3450725731,3941 nobel dr #175 92122
str-02447l,3450725726,3941 nobel dr #170 92122
str-02447l,3450725508,3915 nobel dr #08 92122
str-02447l,3450725819,3955 nobel dr #195 92122
str-02447l,3450725801,3955 nobel dr #177 92122
str-02447l,3450725707,3929 nobel dr #87 92122
str-02447l,3450725650,3939 nobel dr #146 92122
str-02447l,3450725640,3927 nobel dr #72 92122
str-02447l,3450725612,3927 nobel dr #44 92122
str-02447l,3450725916,3957 nobel dr #216 92122
str-02447l,3450725826,3965 nobel dr #226 92122
str-02447l,3450725813,3955 nobel dr #189 92122
str-02447l,3450725803,3955 nobel dr #179 92122
str-02447l,3450725755,3937 nobel dr #143 92122
str-02447l,3450725734,3937 nobel dr #122 92122
str-02447l,3450725907,3957 nobel dr #207 92122
str-02447l,3450725815,3955 nobel dr #191 92122
str-02447l,3450725744,3937 nobel dr #132 92122
str-02447l,3450726023,3979 nobel dr #311 92122
str-02447l,3450726016,3975 nobel dr #304 92122
str-02447l,3450725941,3969 nobel dr #265 92122
str-02447l,3450725924,3957 nobel dr #224 92122
str-02447l,3450725733,3937 nobel dr #121 92122
str-02447l,3450725642,3927 nobel dr #74 92122
str-02447l,3450726063,3987 nobel dr #351 92122
str-02447l,3450726058,3987 nobel dr #346 92122
str-02447l,3450726008,3975 nobel dr #296 92122
str-02447l,3450725905,3957 nobel dr #205 92122
str-02447l,3450725822,3955 nobel dr #198 92122
str-02447l,3450725541,3935 nobel dr #105 92122
str-02447l,3450725515,3915 nobel dr #15 92122
str-02447l,3450726021,3979 nobel dr #309 92122
str-02447l,3450726002,3975 nobel dr #290 92122
str-02447l,3450725938,3967 nobel dr #262 92122
str-02447l,3450725720,3941 nobel dr #164 92122
str-02447l,3450725711,3929 nobel dr #91 92122
str-02447l,3450725523,3925 nobel dr #23 92122
str-02447l,3450726026,3979 nobel dr #314 92122
str-02447l,3450725810,3955 nobel dr #186 92122
str-02447l,3450725806,3955 nobel dr #182 92122
str-02447l,3450725756,3937 nobel dr #144 92122
str-02447l,3450725743,3937 nobel dr #131 92122
str-02447l,3450725552,3935 nobel dr #116 92122
str-02447l,3450725843,3965 nobel dr #243 92122
str-02447l,3450725748,3937 nobel dr #136 92122
str-02447l,3450725626,3927 nobel dr #58 92122
str-02447l,3450725502,3915 nobel dr #02 92122
str-02447l,3450726072,3989 nobel dr #360 92122
str-02447l,3450726064,3987 nobel dr #352 92122
str-02447l,3450725708,3929 nobel dr #88 92122
str-02447l,3450725605,3927 nobel dr #37 92122
str-02447l,3450725536,3935 nobel dr #100 92122
str-02447l,3450725911,3957 nobel dr #211 92122
str-02447l,3450725811,3955 nobel dr #187 92122
str-02447l,3450725805,3955 nobel dr #181 92122
str-02447l,3450725742,3937 nobel dr #130 92122
str-02447l,3450725647,3927 nobel dr #79 92122
str-02447l,3450725705,3929 nobel dr #85 92122
str-02447l,3450725654,3939 nobel dr #150 92122
str-02447l,3450725603,3927 nobel dr #35 92122
str-02447l,3450726057,3987 nobel dr #345 92122
str-02447l,3450725828,3965 nobel dr #228 92122
str-02447l,3450725737,3937 nobel dr #125 92122
str-02447l,3450725538,3935 nobel dr #102 92122
str-02447l,3450726059,3987 nobel dr #347 92122
str-02447l,3450726053,3987 nobel dr #341 92122
str-02447l,3450725610,3927 nobel dr #42 92122
str-02447l,3450725607,3927 nobel dr #39 92122
str-02447l,3450725528,3925 nobel dr #28 92122
str-02447l,3450726080,3989 nobel dr #368 92122
str-02447l,3450726050,3987 nobel dr #338 92122
str-02447l,3450726044,3985 nobel dr #332 92122
str-02447l,3450726032,3979 nobel dr #320 92122
str-02447l,3450725729,3941 nobel dr #173 92122
str-02447l,3450725542,3935 nobel dr #106 92122
str-02447l,3450726069,3989 nobel dr #357 92122
str-02447l,3450726041,3985 nobel dr #329 92122
str-02447l,3450726038,3985 nobel dr #326 92122
str-02447l,3450725909,3957 nobel dr #209 92122
str-02447l,3450725656,3939 nobel dr #152 92122
str-02447l,3450726001,3975 nobel dr #289 92122
str-02447l,3450725718,3941 nobel dr #162 92122
str-02447l,3450726054,3987 nobel dr #342 92122
str-02447l,3450726043,3985 nobel dr #331 92122
str-02447l,3450725961,3969 nobel dr #285 92122
str-02447l,3450725959,3969 nobel dr #283 92122
str-02447l,3450725913,3957 nobel dr #213 92122
str-02447l,3450725829,3965 nobel dr #229 92122
str-02447l,3450725722,3941 nobel dr #166 92122
str-02447l,3450725657,3939 nobel dr #153 92122
str-02447l,3450726004,3975 nobel dr #292 92122
str-02447l,3450725956,3969 nobel dr #280 92122
str-02447l,3450725527,3925 nobel dr #27 92122
str-02447l,3450725840,3965 nobel dr #240 92122
str-02447l,3450725824,3955 nobel dr #200 92122
str-02447l,3450725625,3927 nobel dr #57 92122
str-02447l,3450726049,3987 nobel dr #337 92122
str-02447l,3450726028,3979 nobel dr #316 92122
str-02447l,3450725964,3969 nobel dr #288 92122
str-02447l,3450725714,3929 nobel dr #94 92122
str-02447l,3450725709,3929 nobel dr #89 92122
str-02447l,3450725549,3935 nobel dr #113 92122
str-02447l,3450725537,3935 nobel dr #101 92122
str-02447l,3450726042,3985 nobel dr #330 92122
str-02447l,3450725716,3929 nobel dr #96 92122
str-02447l,3450725622,3927 nobel dr #54 92122
str-02447l,3450725534,3935 nobel dr #98 92122
str-02447l,3450726051,3987 nobel dr #339 92122
str-02447l,3450726030,3979 nobel dr #318 92122
